0 1.288086e-02 3.735570e-02 -0.2450 0.2450 0.0002
1 1.128603e-02 3.263089e-02 -0.2450 0.2450 0.0004
2 9.943458e-03 2.782802e-02 -0.2450 0.2450 0.0005
3 8.917712e-03 2.337811e-02 -0.2450 0.2450 0.0007
4 8.183835e-03 1.934887e-02 -0.2450 0.2450 0.0009
5 7.674952e-03 1.578857e-02 -0.2450 0.2450 0.0011
6 7.315207e-03 1.675625e-02 -0.2450 0.2450 0.0014
7 7.042208e-03 1.726443e-02 -0.2450 0.2450 0.0016
8 6.815925e-03 1.719228e-02 -0.2450 0.2450 0.0018
9 6.616637e-03 1.664233e-02 -0.2450 0.2450 0.0020
10 6.437837e-03 1.572362e-02 -0.2450 0.2450 0.0022
11 6.278859e-03 1.454238e-02 -0.2450 0.2450 0.0024
12 6.139630e-03 1.320332e-02 -0.2450 0.2450 0.0026
13 6.018201e-03 1.244365e-02 -0.2450 0.2450 0.0028
14 5.910542e-03 1.307196e-02 -0.2450 0.2450 0.0030
15 5.811572e-03 1.342521e-02 -0.2450 0.2450 0.0033
16 5.716373e-03 1.350676e-02 -0.2450 0.2450 0.0035
17 5.620944e-03 1.333441e-02 -0.2450 0.2450 0.0037
18 5.522341e-03 1.293701e-02 -0.2450 0.2450 0.0039
19 5.418374e-03 1.235072e-02 -0.2450 0.2450 0.0041
20 5.307155e-03 1.161539e-02 -0.2450 0.2450 0.0043
21 5.186781e-03 1.077135e-02 -0.2450 0.2450 0.0045
22 5.055263e-03 1.100749e-02 -0.2450 0.2450 0.0047
23 4.910688e-03 1.139108e-02 -0.2450 0.2450 0.0049
24 4.751534e-03 1.161176e-02 -0.2450 0.2450 0.0051
25 4.576967e-03 1.167029e-02 -0.2450 0.2450 0.0053
26 4.387068e-03 1.157424e-02 -0.2450 0.2450 0.0056
27 4.182907e-03 1.133670e-02 -0.2450 0.2450 0.0058
28 3.966482e-03 1.097484e-02 -0.2450 0.2450 0.0060
29 3.740547e-03 1.050843e-02 -0.2450 0.2450 0.0062
30 3.508380e-03 9.958405e-03 -0.2450 0.2450 0.0064
31 3.273523e-03 9.345656e-03 -0.2450 0.2450 0.0066
32 3.039543e-03 8.690043e-03 -0.2450 0.2450 0.0068
33 2.809825e-03 8.009699e-03 -0.2450 0.2450 0.0070
34 2.587421e-03 7.320578e-03 -0.2450 0.2450 0.0073
35 2.374937e-03 6.636223e-03 -0.2450 0.2450 0.0075
36 2.174479e-03 5.967727e-03 -0.2450 0.2450 0.0077
37 1.987624e-03 5.323814e-03 -0.2450 0.2450 0.0079
38 1.815429e-03 4.711030e-03 -0.2450 0.2450 0.0082
39 1.658450e-03 4.133985e-03 -0.2450 0.2450 0.0084
40 1.516793e-03 3.595618e-03 -0.2450 0.2450 0.0086
41 1.390153e-03 3.097477e-03 -0.2450 0.2450 0.0089
42 1.277878e-03 2.639978e-03 -0.2450 0.2450 0.0091
43 1.179028e-03 2.222649e-03 -0.2450 0.2450 0.0093
44 1.092449e-03 1.853727e-03 -0.2450 0.2450 0.0095
45 1.016839e-03 1.523155e-03 -0.2450 0.2450 0.0097
46 9.508267e-04 1.343665e-03 -0.2450 0.2450 0.0099
47 8.930382e-04 1.284179e-03 -0.2450 0.2450 0.0101
48 8.421585e-04 1.223248e-03 -0.2450 0.2450 0.0103
49 7.969780e-04 1.161437e-03 -0.2450 0.2450 0.0105
50 7.564236e-04 1.099245e-03 -0.2450 0.2450 0.0107
51 7.195746e-04 1.037113e-03 -0.2450 0.2450 0.0109
52 6.856643e-04 9.754268e-04 -0.2450 0.2450 0.0111
53 6.540726e-04 9.145236e-04 -0.2450 0.2450 0.0113
54 6.243107e-04 8.839520e-04 -0.2450 0.2450 0.0116
55 5.960036e-04 8.542250e-04 -0.2450 0.2450 0.0118
56 5.688712e-04 8.221989e-04 -0.2450 0.2450 0.0120
57 5.427099e-04 7.884029e-04 -0.2450 0.2450 0.0122
58 5.173770e-04 7.532968e-04 -0.2450 0.2450 0.0124
59 4.927762e-04 7.172806e-04 -0.2450 0.2450 0.0126
60 4.688462e-04 6.807024e-04 -0.2450 0.2450 0.0128
61 4.455517e-04 6.438650e-04 -0.2450 0.2450 0.0130
62 4.228753e-04 6.355869e-04 -0.2450 0.2450 0.0132
63 4.008122e-04 6.421585e-04 -0.2450 0.2450 0.0134
64 3.793657e-04 6.433672e-04 -0.2450 0.2450 0.0136
65 3.585442e-04 6.399081e-04 -0.2450 0.2450 0.0138
66 3.383586e-04 6.324109e-04 -0.2450 0.2450 0.0140
67 3.188207e-04 6.214459e-04 -0.2450 0.2450 0.0142
68 2.999422e-04 6.075288e-04 -0.2450 0.2450 0.0144
69 2.817341e-04 5.911261e-04 -0.2450 0.2450 0.0147
70 2.642056e-04 5.726592e-04 -0.2450 0.2450 0.0149
71 2.473641e-04 5.525085e-04 -0.2450 0.2450 0.0151
72 2.312154e-04 5.310169e-04 -0.2450 0.2450 0.0153
73 2.157635e-04 5.084928e-04 -0.2450 0.2450 0.0155
74 2.010106e-04 4.852133e-04 -0.2450 0.2450 0.0157
75 1.869571e-04 4.614265e-04 -0.2450 0.2450 0.0159
76 1.736017e-04 4.373539e-04 -0.2450 0.2450 0.0161
77 1.609419e-04 4.131926e-04 -0.2450 0.2450 0.0163
78 1.489736e-04 3.891169e-04 -0.2450 0.2450 0.0165
79 1.376914e-04 3.653151e-04 -0.2450 0.2450 0.0167
80 1.270889e-04 3.419321e-04 -0.2450 0.2450 0.0170
81 1.171585e-04 3.190387e-04 -0.2450 0.2450 0.0172
82 1.078917e-04 2.967338e-04 -0.2450 0.2450 0.0175
83 9.927892e-05 2.751013e-04 -0.2450 0.2450 0.0177
84 9.130998e-05 2.542110e-04 -0.2450 0.2450 0.0179
85 8.397308e-05 2.341198e-04 -0.2450 0.2450 0.0181
86 7.725544e-05 2.148728e-04 -0.2450 0.2450 0.0183
87 7.114279e-05 1.965043e-04 -0.2450 0.2450 0.0185
88 6.561899e-05 1.790386e-04 -0.2450 0.2450 0.0187
89 6.066549e-05 1.624914e-04 -0.2450 0.2450 0.0189
90 5.626079e-05 1.475559e-04 -0.2450 0.2450 0.0191
91 5.237975e-05 1.337143e-04 -0.2450 0.2450 0.0194
92 4.899313e-05 1.207146e-04 -0.2450 0.2450 0.0196
93 4.606726e-05 1.085453e-04 -0.2450 0.2450 0.0198
94 4.356413e-05 1.031564e-04 -0.2450 0.2450 0.0200
95 4.144196e-05 1.021871e-04 -0.2450 0.2450 0.0202
96 3.965625e-05 1.013501e-04 -0.2450 0.2450 0.0204
97 3.816121e-05 1.006240e-04 -0.2450 0.2450 0.0206
98 3.691139e-05 9.998933e-05 -0.2450 0.2450 0.0208
99 3.586328e-05 9.942820e-05 -0.2450 0.2450 0.0211
